hebb_name,name,K,width,p,k,delta,hebb_eps0,hebb_lr_type,hebb_epochs,ratio,clas_eps0,clas_epochs,clas_lr_type,maxpool_kernel,power,activate,test_acc,seed,attack,certainty,samples,cutoff,pad,crit_eps,std_err_eps,MSE,R2,M,D,Q,B,nu
K10_w12_22,MX07_elu08,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,8.0,elu,0.5259,4154073641,fgsm,0.8,571,0.0,0.1,0.0423260227166326,0.0001145847072622,0.0001492808736442,0.9986535245113504,-0.2816232686140595,0.4938913561970823,1.280879449749611,30.891653383219108,1.5117659373927108e-05
K10_w12_22,MX07_elu10,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,10.0,elu,0.5318,102710664,fgsm,0.8,671,0.0,0.1,0.0393989830869895,4.1025530557243946e-05,6.227984717555932e-05,0.9994384352413688,-0.2466971661923251,0.4297920534569256,1.380532279434772,29.997956968267825,5.392853813362867e-05
K10_w12_22,MX07_elu12,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,12.0,elu,0.5409,672929741,fgsm,0.8,772,0.0,0.1,0.037272745557051,3.2419164611049424e-05,9.167383975224452e-05,0.9991733732902276,-0.239137947883592,0.4123859335748328,1.3804771537149485,29.998164891290187,7.030979389517164e-05
K10_w12_22,MX07_elu16,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,16.0,elu,0.5472,216579713,fgsm,0.8,901,0.0,0.1,0.0349530559851174,3.978259009769297e-05,0.0001455660154176,0.99868808578047,-0.248028720207943,0.4071126469343293,1.41339390887736,29.84297997281093,6.651250159728463e-05
K10_w12_22,MX07_elu20,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,20.0,elu,0.5515,15667669,fgsm,0.8,1005,0.0,0.1,0.0326336364222749,3.584860797853664e-05,0.0001336335535047,0.9987947970145924,-0.2502896233952366,0.4136647576255338,1.329784722502945,30.043412985904613,6.741554183161159e-05
K10_w12_22,MX07_elu25,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,25.0,elu,0.5542,113224499,fgsm,0.8,1073,0.0,0.1,0.0307361621247879,3.85187008059578e-05,0.0001673565908937,0.9984914462039552,-0.2636104193363327,0.4192569193163805,1.739481411231599,30.12413192739549,6.800838460345202e-05
K10_w12_22,MX07_elu30,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,30.0,elu,0.5528,9008555133,fgsm,0.8,1232,0.0,0.1,0.0270352687668023,3.3070889060164214e-05,0.0001602198043808,0.9985563124203366,-0.2591344084665969,0.3826680433326854,1.2944790983207108,29.976533830785115,6.588055657042184e-05
K10_w12_22,MX07_relu08,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,8.0,relu,0.5196,113892273,fgsm,0.8,536,0.0,0.1,0.0419119892880324,7.725605918130209e-05,8.815758237835607e-05,0.9992031666857863,-0.278177133836019,0.4211227897064919,1.5812395098308865,30.004914441317755,1.8931319230034157e-05
K10_w12_22,MX07_relu10,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,10.0,relu,0.5305,40681966,fgsm,0.8,666,0.0,0.1,0.0389882475458447,2.630918081304666e-05,5.15392702987606e-05,0.999534541847625,-0.2358448957142284,0.4172901350356518,1.3806349517282466,29.99803571174734,7.083790914783804e-05
K10_w12_22,MX07_relu12,10,12,2,2,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,12.0,relu,0.5404,54689443,fgsm,0.8,777,0.0,0.1,0.0370897474335704,3.119608066111593e-05,8.747788382290552e-05,0.9992101527909426,-0.2386327374907641,0.4076474134014126,1.3829202062073225,29.998291057404973,7.02277089432592e-05
