hebb_name,name,K,width,p,k,delta,hebb_eps0,hebb_lr_type,hebb_epochs,ratio,clas_eps0,clas_epochs,clas_lr_type,maxpool_kernel,power,activate,test_acc,seed,attack,certainty,samples,cutoff,pad,crit_eps,std_err_eps,MSE,R2,M,D,Q,B,nu
K10_w12_33,MX05_gelu04,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,4.0,gelu,0.5353,253785057,fgsm,0.8,594,0.0,0.1,0.041712242581535,3.07741025782961e-05,6.33649508526838e-05,0.9994279070535066,-0.2226994085289102,0.4195935248293447,1.094891092374469,29.97003005180472,7.028122138147125e-05
K10_w12_33,MX05_gelu06,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,6.0,gelu,0.543,260411145,fgsm,0.8,761,0.0,0.1,0.0398762650924376,3.303886957093368e-05,8.890065942146907e-05,0.999198577668473,-0.2367175689930244,0.4292443750585613,1.3827081980003484,29.99787180497632,7.02293679151635e-05
K10_w12_33,MX05_gelu08,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,8.0,gelu,0.546,999200065,fgsm,0.8,785,0.0,0.1,0.0398784021403699,6.120196147771823e-05,0.0002160144786889,0.998050689317428,-0.2524850994505348,0.4744818054893267,1.61334657510042,30.016660650397267,6.617314976110166e-05
K10_w12_33,MX05_gelu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,10.0,gelu,0.5449,1938802226,fgsm,0.8,753,0.0,0.1,0.0412503613766283,6.277535188877981e-05,0.0001763810399439,0.9984090465410724,-0.2442344924643386,0.5072819607623681,1.1066784828741216,29.992651343046287,6.360793463985134e-05
K10_w12_33,MX05_gelu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,12.0,gelu,0.5381,82431471,fgsm,0.8,677,0.0,0.1,0.0434923813003581,6.555537057632476e-05,0.0001487690583947,0.9986561047607354,-0.2530267581021386,0.5527028201788456,1.3644161392032657,29.999291064982295,6.503716799511452e-05
K10_w12_33,MX05_relu04,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,4.0,relu,0.5325,26727815,fgsm,0.8,603,0.0,0.1,0.0404768414533638,2.1988470578786384e-05,3.2776150048424904e-05,0.9997041962677992,-0.2329484146672983,0.4185208848514398,1.3987026353207304,30.00011557560285,7.08910528790559e-05
K10_w12_33,MX05_relu06,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,6.0,relu,0.5489,2035439003,fgsm,0.8,851,0.0,0.1,0.0366790835041613,2.707676566072103e-05,8.336296978331932e-05,0.9992486296139212,-0.236132747325177,0.3925897575606484,1.38057697920333,29.99838540307188,7.022510673912183e-05
K10_w12_33,MX05_relu08,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,8.0,relu,0.5597,1355639,fgsm,0.8,1014,0.0,0.1,0.0348203647661787,2.662089985997827e-05,9.198294968621023e-05,0.9991706185710796,-0.2422876948758627,0.3980064664277265,1.3914853393217126,29.994843968448823,7.041060129547667e-05
K10_w12_33,MX05_relu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,10.0,relu,0.5653,4426661402,fgsm,0.8,1160,0.0,0.1,0.0326034496812742,3.3527227537031025e-05,0.0001414133157162,0.998723835979385,-0.2574377510034318,0.4114926389275797,1.9047502285539264,30.451956888034537,6.719533983355912e-05
K10_w12_33,MX05_relu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,12.0,relu,0.5688,531418132,fgsm,0.8,1233,0.0,0.1,0.0310575924917176,4.259911250272207e-05,0.0002363255742311,0.9978701895681484,-0.2562606431208209,0.4056810280798396,1.4223793929699533,29.886727118986045,6.810299224092986e-05
K10_w12_33,MX05_relu16,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,5,16.0,relu,0.5679,45846051,fgsm,0.8,1328,0.0,0.1,0.0293487469914708,3.473901773033981e-05,0.0001751778210282,0.9984201735570074,-0.2622997958456299,0.4082324965229217,1.6450768411099248,30.239878187912296,6.717971339792762e-05
K10_w12_33,MX07_elu06,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,6.0,elu,0.5374,100360578,fgsm,0.8,720,0.0,0.1,0.0378757100196984,3.3003540079564704e-05,9.533225495776668e-05,0.9991382585612446,-0.2345807360721926,0.4003505712597274,1.3714551462559004,30.00135308982439,7.047969129734463e-05
K10_w12_33,MX07_elu08,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,8.0,elu,0.5497,24527610,fgsm,0.8,893,0.0,0.1,0.0350680038124333,2.818964942760325e-05,8.783235756576676e-05,0.9992080297068716,-0.241510605850669,0.3986641395037636,1.376302021492129,29.99819479803676,7.01947850972832e-05
K10_w12_33,MX07_elu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,10.0,elu,0.5551,1750302057,fgsm,0.8,1012,0.0,0.1,0.033236673882778,3.101607596513911e-05,0.0001047287462562,0.999056080640834,-0.2526234857065454,0.4093120719596074,1.517578460081851,29.99401812143154,6.802530170180433e-05
K10_w12_33,MX07_elu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,12.0,elu,0.558,265618387,fgsm,0.8,1074,0.0,0.1,0.0321145099606503,4.508383955113602e-05,0.000214856476009,0.9980629072923324,-0.2615314047406318,0.4199119976243732,1.7583422844732148,30.09575052686452,6.716826583499649e-05
K10_w12_33,MX07_elu16,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,16.0,elu,0.5622,440544415,fgsm,0.8,1132,0.0,0.1,0.0299637947887151,5.671404440973663e-05,0.0003579574384265,0.9967742262157768,-0.2480234229261337,0.4210786461364573,0.962599469004352,29.99220145046761,6.697977307984735e-05
K10_w12_33,MX07_elu20,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,20.0,elu,0.5591,601734036,fgsm,0.8,1178,0.0,0.1,0.0285700305808594,5.057337999717025e-05,0.0003069519777578,0.9972310569066044,-0.2533818988047748,0.4220485273780573,1.0974857088679748,30.180445275745708,6.791979773970617e-05
K10_w12_33,MX07_elu25,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,25.0,elu,0.55,75478098,fgsm,0.8,1149,0.0,0.1,0.0274996629832925,4.638490234571619e-05,0.0002771432833386,0.9974993521629782,-0.2562492098228665,0.4214990336855261,1.058672043462011,30.00345264558385,6.848835466332423e-05
K10_w12_33,MX07_elu30,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,30.0,elu,0.5416,16552915,fgsm,0.8,1253,0.0,0.1,0.0241433611173336,6.418209437460078e-05,0.0003340999984522,0.996989093216907,-0.2950059520009993,0.3978856001326058,2.2387035559427155,30.27896353896115,4.706977935237781e-05
K10_w12_33,MX07_gelu06,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,6.0,gelu,0.533,2105589092,fgsm,0.8,622,0.0,0.1,0.0409150670957523,5.439660878250589e-05,0.000143308083225,0.9987071946447008,-0.2370608644784635,0.4467641876580135,1.262898612572044,30.005641303900504,6.587856832011053e-05
K10_w12_33,MX07_gelu08,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,8.0,gelu,0.5363,474758062,fgsm,0.8,662,0.0,0.1,0.0408290627921091,6.16271243398567e-05,0.0001865345522733,0.998317480837636,-0.2483126896366027,0.4839972516675003,1.4186869655956165,29.992317899639573,6.586952210565046e-05
K10_w12_33,MX07_gelu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,10.0,gelu,0.5322,60346263,fgsm,0.8,629,0.0,0.1,0.0422468051840931,8.099418786370115e-05,0.0002490712305831,0.9977478841444474,-0.2494279441731013,0.5241492681409118,1.2926632431711764,29.97078240247226,6.543112620309353e-05
K10_w12_33,MX07_gelu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,12.0,gelu,0.5307,447090662,fgsm,0.8,566,0.0,0.1,0.0444128610380718,9.942953706645992e-05,0.0002668809104055,0.9975882847673272,-0.2587811209819985,0.5769102750613117,1.5975497290728629,30.0982523141988,6.52377469511925e-05
K10_w12_33,MX07_relu06,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,6.0,relu,0.5369,826239657,fgsm,0.8,722,0.0,0.1,0.0377694256393564,2.8533421691491157e-05,7.246632401452037e-05,0.9993464825082772,-0.2345506241138826,0.3987832542038313,1.3806559229561206,29.99828739609636,7.086413829776814e-05
K10_w12_33,MX07_relu08,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,8.0,relu,0.5504,17546925,fgsm,0.8,905,0.0,0.1,0.0347702170529191,2.855075809404545e-05,8.431584115029634e-05,0.9992394044515888,-0.242384772637957,0.3975972144426534,1.3402509609344226,29.986877731540652,6.787221513323972e-05
K10_w12_33,MX07_relu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,10.0,relu,0.5538,2901959340,fgsm,0.8,1010,0.0,0.1,0.0332609158983957,3.065073980960478e-05,9.822742190547556e-05,0.999113203683278,-0.2492234930969778,0.4132314210129911,1.3388506394798003,30.03446110390997,6.699117461298481e-05
K10_w12_33,MX07_relu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,12.0,relu,0.5577,2103068040,fgsm,0.8,1080,0.0,0.1,0.0319918208007097,4.638082835497929e-05,0.0002250765915699,0.9979684208070878,-0.2408613748570347,0.4155830166038882,0.9268685465007044,30.014566287660863,6.666490602763596e-05
K10_w12_33,MX07_relu16,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,16.0,relu,0.5619,71674605,fgsm,0.8,1127,0.0,0.1,0.0299923814216177,5.764225718241646e-05,0.0003602374428479,0.9967506454299794,-0.247842754389951,0.4209671553767239,0.9406334277296616,29.99357833673101,6.56071155184569e-05
K10_w12_33,MX07_relu20,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,20.0,relu,0.5627,217477335,fgsm,0.8,1337,0.0,0.1,0.0255109098809622,5.649572729112899e-05,0.0003624213775655,0.9967320902092413,-0.28697519035485,0.383313998269587,2.337821464752309,29.98819327062882,5.8150917976252925e-05
K10_w12_33,MX07_relu25,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,25.0,relu,0.5499,82949833,fgsm,0.8,1156,0.0,0.1,0.0273934359799415,5.096990724103095e-05,0.0002903680262994,0.997381491010958,-0.2559421099684808,0.4213940783448851,0.9784734310895216,29.98741597534004,6.467169441045606e-05
K10_w12_33,MX07_relu30,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,7,30.0,relu,0.5407,362979255,fgsm,0.8,1128,0.0,0.1,0.0264500630625865,4.928954432662938e-05,0.0002711579343839,0.9975536961075048,-0.2815847854841721,0.4284709085404051,1.9547813283504296,30.03982888487701,6.488604976916852e-05
K10_w12_33,MX09_elu06,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,6.0,elu,0.52,1016880870,fgsm,0.8,529,0.0,0.1,0.0397660534077531,5.513900802904107e-05,0.0001734093243687,0.9984306320015822,-0.2350447749568668,0.4221139887965403,1.3806345615056246,29.99797989431687,7.08927686338419e-05
K10_w12_33,MX09_elu08,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,8.0,elu,0.532,1072389696,fgsm,0.8,687,0.0,0.1,0.0366797545791104,4.040910936901953e-05,0.0001359481924992,0.9987719877327716,-0.2376467788117031,0.3991560635365095,1.3840649432086,29.99831367456228,7.04490452743806e-05
K10_w12_33,MX09_elu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,10.0,elu,0.5379,1194768297,fgsm,0.8,804,0.0,0.1,0.0345055745356028,2.7127049387104527e-05,6.16746125642911e-05,0.999443629634046,-0.2559373310044118,0.4093782535148254,1.7972523716193354,29.95505768119238,6.737725355423657e-05
K10_w12_33,MX09_elu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,12.0,elu,0.5424,1891876622,fgsm,0.8,853,0.0,0.1,0.0335951262532135,3.164294462859496e-05,8.502513357760898e-05,0.9992332746761168,-0.2518091067715994,0.4232323100073489,1.3773747965622285,29.98192328016244,6.709290065078452e-05
K10_w12_33,MX09_elu16,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,16.0,elu,0.5436,435031947,fgsm,0.8,940,0.0,0.1,0.030803906932687,4.837714791282153e-05,0.0002225585612887,0.9979902767214772,-0.2635864498340738,0.421656050608046,1.6394516096586018,29.97783887611157,6.790446012835047e-05
K10_w12_33,MX09_elu20,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,20.0,elu,0.5441,357849885,fgsm,0.8,969,0.0,0.1,0.0294331532633576,4.866014888293248e-05,0.0002481848183838,0.9977595797355948,-0.2664713147149408,0.4116290430797326,1.5976595752684464,29.744997219458444,6.878415233989142e-05
K10_w12_33,MX09_elu25,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,25.0,elu,0.5406,503573683,fgsm,0.8,1082,0.0,0.1,0.0258138685660385,4.9147159640505976e-05,0.000304453314881,0.9972562210068736,-0.2690291445653795,0.3980067573435477,1.6098462639493485,30.183596051667127,6.760883152244944e-05
K10_w12_33,MX09_elu30,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,30.0,elu,0.5298,185305973,fgsm,0.8,957,0.0,0.1,0.0275954922543415,6.59231714000221e-05,0.0003999556519191,0.9963909563105108,-0.2621653985952445,0.4395636324355737,1.2641614476042888,30.28071469137208,6.738094087993348e-05
K10_w12_33,MX09_relu06,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,6.0,relu,0.5198,332221296,fgsm,0.8,524,0.0,0.1,0.0398865778595223,5.05081517431075e-05,0.0001408617040681,0.998727684747607,-0.2348421435522829,0.4213002043001919,1.3805871002477854,29.997988337786094,7.03279515663616e-05
K10_w12_33,MX09_relu08,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,8.0,relu,0.5333,154498652,fgsm,0.8,696,0.0,0.1,0.0363501176365788,3.686792613014823e-05,0.0001155170515965,0.9989569056455628,-0.2389559475729947,0.4009187722999016,1.3898973798819447,29.998565394860712,7.0564259793148e-05
K10_w12_33,MX09_relu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,10.0,relu,0.5376,838756778,fgsm,0.8,805,0.0,0.1,0.0346274613696007,2.761730090683729e-05,6.43559362903459e-05,0.9994192917096308,-0.2501750769653263,0.4121665214323393,1.5464739395877345,30.01671126939888,6.805067166898698e-05
K10_w12_33,MX09_relu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,12.0,relu,0.5413,1491888039,fgsm,0.8,861,0.0,0.1,0.0334821696703854,3.0023904976923075e-05,8.160192679523017e-05,0.9992645148813768,-0.2435778071550032,0.4192418368176254,1.1186645633105643,29.994886015840823,6.844684879922981e-05
K10_w12_33,MX09_relu16,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,16.0,relu,0.5424,248044538,fgsm,0.8,945,0.0,0.1,0.0305935561209008,4.978366916144423e-05,0.0002296105004022,0.9979289344925252,-0.2500792208233944,0.4185623073077211,1.0429776662402603,29.865350420053943,6.708554314532068e-05
K10_w12_33,MX09_relu20,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,20.0,relu,0.5475,164306626,fgsm,0.8,1101,0.0,0.1,0.0265955930719773,4.637065731230586e-05,0.0002439393195424,0.9978020507230316,-0.2615903069846972,0.3864010163407772,1.4361532199133904,30.41462604332325,6.204744025838998e-05
K10_w12_33,MX09_relu25,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,25.0,relu,0.5393,1410242523,fgsm,0.8,985,0.0,0.1,0.0283610395671542,5.371692402954051e-05,0.0002746255867979,0.9975231252994448,-0.2535366048485967,0.4256830263826176,0.9935090383126708,29.991026014323943,6.71567812827791e-05
K10_w12_33,MX09_relu30,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,9,30.0,relu,0.5305,1011062075,fgsm,0.8,960,0.0,0.1,0.0275140774465644,6.750094737443322e-05,0.000400242636458,0.996386026232894,-0.2512454842279858,0.4327758082147439,0.8224511212769411,29.952508395712293,6.604633464738016e-05
K10_w12_33,MX11_elu08,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,11,8.0,elu,0.5158,1070073149,fgsm,0.8,501,0.0,0.1,0.0375267406527316,6.11145059201922e-05,0.000170491955244,0.9984617344148162,-0.2487880907287316,0.4419390085291246,1.5192614841892311,30.021381920093543,6.773084144475813e-05
K10_w12_33,MX11_elu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,11,10.0,elu,0.5215,108822895,fgsm,0.8,580,0.0,0.1,0.0359453602589352,6.410299050095604e-05,0.0002126259627776,0.998075962054575,-0.2436335875930074,0.4407075816545435,1.136423522959103,29.930464916859865,6.736438577399631e-05
K10_w12_33,MX11_elu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,11,12.0,elu,0.5244,121074225,fgsm,0.8,629,0.0,0.1,0.034289833415079,5.662548188094087e-05,0.0001933886857829,0.9982513687971244,-0.2551912497697787,0.432496442057949,1.5972234653139998,30.08701546967333,6.806276221406283e-05
K10_w12_33,MX11_relu10,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,11,10.0,relu,0.5207,196218827,fgsm,0.8,580,0.0,0.1,0.0357982531322881,6.480698872872512e-05,0.0002229615352928,0.9979824361584562,-0.2508731435918103,0.4389878611254361,1.4618401441638336,29.98343039964807,6.858698676197066e-05
K10_w12_33,MX11_relu12,10,12,3,3,0.1,0.001,cosine,30,0.94,0.002,100,cosine,11,12.0,relu,0.5243,2284644094,fgsm,0.8,627,0.0,0.1,0.0342417247208966,6.242098569632849e-05,0.0002251026572994,0.9979659463579458,-0.2564215616871667,0.4295516888060388,1.6560660095414756,30.07426469865192,6.741683157650898e-05
K10_w12_34,MX05_elu04,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,4.0,elu,0.5316,1585732549,fgsm,0.8,592,0.0,0.1,0.0409046927025379,2.4704034414280195e-05,3.274237763635555e-05,0.9997045905080328,-0.2196374561902083,0.4161127223678154,0.8405297997023213,29.797964284494142,6.457585422957741e-05
K10_w12_34,MX05_elu06,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,6.0,elu,0.5525,13193002294,fgsm,0.8,897,0.0,0.1,0.0361847399579367,2.7365739547372628e-05,8.792678747396325e-05,0.9992064435100786,-0.2366925259926741,0.389557087572956,1.3805974768751914,29.99841680347729,7.018725336311706e-05
K10_w12_34,MX05_elu08,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,8.0,elu,0.5605,376539562,fgsm,0.8,1031,0.0,0.1,0.034459860170965,3.1189762909976366e-05,0.0001283601911821,0.9988433559466094,-0.2434278196744276,0.3983239108318355,1.39817521051449,30.011613450830858,7.00106604132685e-05
K10_w12_34,MX05_elu10,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,10.0,elu,0.568,1895127,fgsm,0.8,1171,0.0,0.1,0.0326610859108768,3.6563822042104426e-05,0.0001570304618672,0.9985852156122084,-0.2473924648808942,0.4008390982304852,1.274296331485836,30.019569151924145,6.570935790031327e-05
K10_w12_34,MX05_elu12,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,12.0,elu,0.5691,779201566,fgsm,0.8,1261,0.0,0.1,0.0309372623191235,3.416945673164471e-05,0.0001515728286226,0.9986344909449978,-0.2419578399228593,0.40496249245397,0.9379215485632992,29.98511229387997,6.705844994069483e-05
K10_w12_34,MX05_elu16,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,16.0,elu,0.5658,263551747,fgsm,0.8,1347,0.0,0.1,0.0291652755895369,3.211565210687246e-05,0.0001517215131307,0.9986319645088064,-0.2714135783959336,0.404464967777736,2.0874761388502425,30.103041032013223,6.738439915971547e-05
K10_w12_34,MX05_gelu04,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,4.0,gelu,0.5335,414948152,fgsm,0.8,606,0.0,0.1,0.0415557159658259,2.7491437554324616e-05,5.470810405181909e-05,0.9995057540248432,-0.2217077784330857,0.4181101592288389,1.0870931701647648,29.98334658540711,7.162541884793692e-05
K10_w12_34,MX05_gelu06,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,6.0,gelu,0.5435,27490190,fgsm,0.8,764,0.0,0.1,0.0397909798981785,2.602882040694677e-05,5.520403587700372e-05,0.9995019400081284,-0.2336248155794355,0.4405049922841086,1.1768705426652983,30.014517315398876,7.04575780325107e-05
K10_w12_34,MX05_gelu08,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,8.0,gelu,0.5476,8035420242,fgsm,0.8,804,0.0,0.1,0.0398051011321057,5.791417498289242e-05,0.0001982253342429,0.9982117974127664,-0.249971731272419,0.4804894527641021,1.4296811693480975,29.98222458077184,6.631667713541704e-05
K10_w12_34,MX05_gelu10,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,10.0,gelu,0.5473,10623135655,fgsm,0.8,755,0.0,0.1,0.0408157517854536,5.465371355904891e-05,0.0001446401423369,0.9986946316088668,-0.2458985665301921,0.5122741691055366,1.1498003621799464,29.995533434094067,6.597844447908529e-05
K10_w12_34,MX05_gelu12,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,12.0,gelu,0.5387,2486718973,fgsm,0.8,693,0.0,0.1,0.0430440556242931,5.917278768516215e-05,0.0001279290144355,0.9988458608216226,-0.2556095180449155,0.5582990826797782,1.4229512531385895,29.992413112002783,6.599146935812164e-05
K10_w12_34,MX05_relu04,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,4.0,relu,0.5311,375225873,fgsm,0.8,585,0.0,0.1,0.0413444892453424,2.3756510879556413e-05,3.098918868272906e-05,0.999720098679562,-0.2267056051883041,0.4162768186255224,1.164691003156852,30.033727367498617,6.511866424488176e-05
K10_w12_34,MX05_relu06,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,6.0,relu,0.5512,314187693,fgsm,0.8,878,0.0,0.1,0.036643408826743,2.6307527900682604e-05,8.110244549893391e-05,0.9992678150502612,-0.2360374870334106,0.3913738885635737,1.3823033532812954,29.998579927105645,7.008974283177558e-05
K10_w12_34,MX05_relu08,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,8.0,relu,0.5595,172957310,fgsm,0.8,1033,0.0,0.1,0.0344905900140269,3.1173384821502004e-05,0.0001329816493988,0.9988012299377912,-0.242339599709606,0.3984578623456267,1.3613061639547803,29.997930518832057,7.064321310821537e-05
K10_w12_34,MX05_relu10,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,10.0,relu,0.5681,21953752,fgsm,0.8,1171,0.0,0.1,0.032674114294707,3.5574613583828015e-05,0.0001473066330972,0.998672823589475,-0.2477204049731995,0.4009211545558729,1.2667042529401376,29.97351054763399,6.563502586398321e-05
K10_w12_34,MX05_relu12,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,12.0,relu,0.569,24069845,fgsm,0.8,1267,0.0,0.1,0.0309488085142476,3.379055362038407e-05,0.0001514880462886,0.9986339088639724,-0.2571067812710109,0.4048508685194297,1.5073834470217082,30.024233295688504,6.744082780537189e-05
K10_w12_34,MX05_relu16,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,5,16.0,relu,0.5652,473805605,fgsm,0.8,1339,0.0,0.1,0.0293333979736158,3.163276073051308e-05,0.0001429770192023,0.9987103937491169,-0.250813603401407,0.4027829840022275,1.0990201359076648,29.99043664888321,6.694104988375593e-05
K10_w12_34,MX07_elu04,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,4.0,elu,0.5195,1039881040,fgsm,0.8,518,0.0,0.1,0.0417956484377156,0.0001101289955647,0.0001627738909128,0.9985273096520856,-0.2742277154499084,0.4276539688359602,1.3040226673685336,30.01002844640938,1.851221492037881e-05
K10_w12_34,MX07_elu06,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,6.0,elu,0.5361,13359161175,fgsm,0.8,717,0.0,0.1,0.0377091816198527,2.6698264419780387e-05,6.0583081030436375e-05,0.999452840459612,-0.2375137416856364,0.4082742731562916,1.3911497614254864,29.9928535907948,7.02257499028429e-05
K10_w12_34,MX07_elu08,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,8.0,elu,0.5508,427046104,fgsm,0.8,889,0.0,0.1,0.0352758806307861,2.379642274459289e-05,6.292494913788405e-05,0.9994318073038764,-0.2406626371130729,0.3976803085094237,1.3804555206045597,29.99836199525046,7.063042281617234e-05
K10_w12_34,MX07_elu10,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,10.0,elu,0.5571,3879440965,fgsm,0.8,1011,0.0,0.1,0.0334013883745534,3.227747265278047e-05,0.0001096741607795,0.9990117106324008,-0.2405296925272833,0.4126210541551915,1.0450545464704888,30.00327986760784,6.763700511128294e-05
K10_w12_34,MX07_elu12,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,12.0,elu,0.5618,148712589,fgsm,0.8,1072,0.0,0.1,0.0321509043478957,3.117804185045906e-05,0.0001120270051052,0.9989903830887732,-0.2428203664814656,0.4170527414898064,0.9991518574294664,29.99657201131228,6.792645126794203e-05
K10_w12_34,MX07_elu16,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,16.0,elu,0.5598,24876649,fgsm,0.8,1148,0.0,0.1,0.0299610504960754,3.896315088949502e-05,0.0001799798965118,0.9983763447436972,-0.2622932989820509,0.4226186266878842,1.468871923780224,29.976201153457897,6.751305915949393e-05
K10_w12_34,MX07_elu20,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,20.0,elu,0.5548,15760115067,fgsm,0.8,1179,0.0,0.1,0.0285785144783284,4.8131682515837125e-05,0.0002812967992709,0.9974620401163088,-0.2789835418598539,0.4195978366314327,2.2221085198516795,30.007972924367063,6.6580684879326e-05
K10_w12_34,MX07_elu25,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,25.0,elu,0.5519,361130942,fgsm,0.8,1313,0.0,0.1,0.02463469353005,5.117378880563025e-05,0.0004023602295414,0.9963741533909432,-0.230490579678455,0.3791717793550133,0.4666893118254234,30.01288917734225,6.574614721363111e-05
K10_w12_34,MX07_elu30,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,30.0,elu,0.5414,140376877,fgsm,0.8,1134,0.0,0.1,0.0266949793483099,5.286294965045511e-05,0.0003124039638151,0.9971837043256576,-0.2782122555233691,0.4137872464079979,1.9241290978659475,30.012284695782043,6.562735843138628e-05
K10_w12_34,MX07_gelu04,10,12,3,4,0.1,0.001,cosine,30,0.99,0.002,100,cosine,7,4.0,gelu,0.5224,16190007,fgsm,0.8,504,0.0,0.1,0.043005383146704,5.53290270000595e-05,0.0001484826547031,0.9986586577195438,-0.2296076313657368,0.4374203797572312,1.3278283849949342,30.012721887451185,7.061038949769833e-05
